project_name,project_url,user_name
sod,git@github.com:symisc/sod.git,symisc
lcc,git@github.com:drh/lcc.git,drh
unqlite,git@github.com:symisc/unqlite.git,symisc
CVE-2019-0708,git@github.com:zerosum0x0/CVE-2019-0708.git,zerosum0x0
Corange,git@github.com:orangeduck/Corange.git,orangeduck
libdill,git@github.com:sustrik/libdill.git,sustrik
sslsplit,git@github.com:droe/sslsplit.git,droe
mjs,git@github.com:cesanta/mjs.git,cesanta
rspamd,git@github.com:rspamd/rspamd.git,rspamd
pspg,git@github.com:okbob/pspg.git,okbob
guacamole-server,git@github.com:apache/guacamole-server.git,apache
picohttpparser,git@github.com:h2o/picohttpparser.git,h2o
facil.io,git@github.com:boazsegev/facil.io.git,boazsegev
greatest,git@github.com:silentbicycle/greatest.git,silentbicycle
CMSIS_5,git@github.com:ARM-software/CMSIS_5.git,ARM-software
Remotery,git@github.com:Celtoys/Remotery.git,Celtoys
myhtml,git@github.com:lexborisov/myhtml.git,lexborisov
OpenSC,git@github.com:OpenSC/OpenSC.git,OpenSC
Raphters,git@github.com:danielwaterworth/Raphters.git,danielwaterworth
AirConnect,git@github.com:philippe44/AirConnect.git,philippe44
sslsplit,git@github.com:droe/sslsplit.git,droe
mjs,git@github.com:cesanta/mjs.git,cesanta
httpserver.h,git@github.com:jeremycw/httpserver.h.git,jeremycw
pspg,git@github.com:okbob/pspg.git,okbob
mraa,git@github.com:eclipse/mraa.git,eclipse
Bumblebee,git@github.com:Bumblebee-Project/Bumblebee.git,Bumblebee-Project
facil.io,git@github.com:boazsegev/facil.io.git,boazsegev
greatest,git@github.com:silentbicycle/greatest.git,silentbicycle
freeradius-server,git@github.com:FreeRADIUS/freeradius-server.git,FreeRADIUS
CMSIS_5,git@github.com:ARM-software/CMSIS_5.git,ARM-software
sod,git@github.com:symisc/sod.git,symisc
QrCodeScan,git@github.com:chentao0707/QrCodeScan.git,chentao0707
CVE-2019-0708,git@github.com:zerosum0x0/CVE-2019-0708.git,zerosum0x0
Corange,git@github.com:orangeduck/Corange.git,orangeduck
LoRaMac-node,git@github.com:Lora-net/LoRaMac-node.git,Lora-net
Raphters,git@github.com:danielwaterworth/Raphters.git,danielwaterworth
libdill,git@github.com:sustrik/libdill.git,sustrik
AirConnect,git@github.com:philippe44/AirConnect.git,philippe44
sslsplit,git@github.com:droe/sslsplit.git,droe
mjs,git@github.com:cesanta/mjs.git,cesanta
rspamd,git@github.com:rspamd/rspamd.git,rspamd
pspg,git@github.com:okbob/pspg.git,okbob
guacamole-server,git@github.com:apache/guacamole-server.git,apache
picohttpparser,git@github.com:h2o/picohttpparser.git,h2o
facil.io,git@github.com:boazsegev/facil.io.git,boazsegev
igraph,git@github.com:igraph/igraph.git,igraph
playerctl,git@github.com:altdesktop/playerctl.git,altdesktop
cmark,git@github.com:commonmark/cmark.git,commonmark
rnnoise,git@github.com:xiph/rnnoise.git,xiph
Varnish-Cache,git@github.com:varnish/Varnish-Cache.git,varnish
Zeus,git@github.com:Visgean/Zeus.git,Visgean
simavr,git@github.com:buserror/simavr.git,buserror
libtomcrypt,git@github.com:libtom/libtomcrypt.git,libtom
C-Thread-Pool,git@github.com:Pithikos/C-Thread-Pool.git,Pithikos
Criterion,git@github.com:Snaipe/Criterion.git,Snaipe
haywire,git@github.com:haywire/haywire.git,haywire
upb,git@github.com:protocolbuffers/upb.git,protocolbuffers
harvey,git@github.com:Harvey-OS/harvey.git,Harvey-OS
freetype-gl,git@github.com:rougier/freetype-gl.git,rougier
mpitutorial,git@github.com:wesleykendall/mpitutorial.git,wesleykendall
EasyLogger,git@github.com:armink/EasyLogger.git,armink
vifm,git@github.com:vifm/vifm.git,vifm
QuickJS,git@github.com:quickjs-zh/QuickJS.git,quickjs-zh
cmatrix,git@github.com:abishekvashok/cmatrix.git,abishekvashok
dnsforwarder,git@github.com:holmium/dnsforwarder.git,holmium
cmark,git@github.com:commonmark/cmark.git,commonmark
Zeus,git@github.com:Visgean/Zeus.git,Visgean
simavr,git@github.com:buserror/simavr.git,buserror
libtomcrypt,git@github.com:libtom/libtomcrypt.git,libtom
C-Thread-Pool,git@github.com:Pithikos/C-Thread-Pool.git,Pithikos
Criterion,git@github.com:Snaipe/Criterion.git,Snaipe
allegro5,git@github.com:liballeg/allegro5.git,liballeg
ApsaraCache,git@github.com:alibaba/ApsaraCache.git,alibaba
comdb2,git@github.com:bloomberg/comdb2.git,bloomberg
secp256k1,git@github.com:bitcoin-core/secp256k1.git,bitcoin-core
carp,git@github.com:tekknolagi/carp.git,tekknolagi
OpenCorePkg,git@github.com:acidanthera/OpenCorePkg.git,acidanthera
openssh-portable,git@github.com:openssh/openssh-portable.git,openssh
libsoundio,git@github.com:andrewrk/libsoundio.git,andrewrk
genann,git@github.com:codeplea/genann.git,codeplea
janet,git@github.com:janet-lang/janet.git,janet-lang
yaconf,git@github.com:laruence/yaconf.git,laruence
device-os,git@github.com:particle-iot/device-os.git,particle-iot
igraph,git@github.com:igraph/igraph.git,igraph
playerctl,git@github.com:altdesktop/playerctl.git,altdesktop
osx_app_in_plain_c,git@github.com:jimon/osx_app_in_plain_c.git,jimon
renderer,git@github.com:zauonlok/renderer.git,zauonlok
simplefs,git@github.com:psankar/simplefs.git,psankar
Arduino_Core_STM32,git@github.com:stm32duino/Arduino_Core_STM32.git,stm32duino
lthread,git@github.com:halayli/lthread.git,halayli
corosync,git@github.com:corosync/corosync.git,corosync
Data-Structure,git@github.com:kangjianwei/Data-Structure.git,kangjianwei
casync,git@github.com:systemd/casync.git,systemd
ccan,git@github.com:rustyrussell/ccan.git,rustyrussell
libnx,git@github.com:switchbrew/libnx.git,switchbrew
libsignal-protocol-c,git@github.com:signalapp/libsignal-protocol-c.git,signalapp
cmftStudio,git@github.com:dariomanesku/cmftStudio.git,dariomanesku
lightmapper,git@github.com:ands/lightmapper.git,ands
SQLiteCpp,git@github.com:SRombauts/SQLiteCpp.git,SRombauts
czmq,git@github.com:zeromq/czmq.git,zeromq
selfie,git@github.com:cksystemsteaching/selfie.git,cksystemsteaching
fwupd,git@github.com:fwupd/fwupd.git,fwupd
libnfc,git@github.com:nfc-tools/libnfc.git,nfc-tools
miniz,git@github.com:richgel999/miniz.git,richgel999
forked-daapd,git@github.com:ejurgensen/forked-daapd.git,ejurgensen
traildb,git@github.com:traildb/traildb.git,traildb
cpulimit,git@github.com:opsengine/cpulimit.git,opsengine
FastCoding,git@github.com:nicklockwood/FastCoding.git,nicklockwood
json-parser,git@github.com:udp/json-parser.git,udp
openssh-portable,git@github.com:openssh/openssh-portable.git,openssh
distcc,git@github.com:distcc/distcc.git,distcc
ompi,git@github.com:open-mpi/ompi.git,open-mpi
libsoundio,git@github.com:andrewrk/libsoundio.git,andrewrk
genann,git@github.com:codeplea/genann.git,codeplea
wt,git@github.com:emweb/wt.git,emweb
soloud,git@github.com:jarikomppa/soloud.git,jarikomppa
vlany,git@github.com:mempodippy/vlany.git,mempodippy
mmx,git@github.com:vurtun/mmx.git,vurtun
chocolate-doom,git@github.com:chocolate-doom/chocolate-doom.git,chocolate-doom
datastructs_and_algorithm,git@github.com:wangkuiwu/datastructs_and_algorithm.git,wangkuiwu
asterisk,git@github.com:asterisk/asterisk.git,asterisk
yac,git@github.com:laruence/yac.git,laruence
catimg,git@github.com:posva/catimg.git,posva
pg_cron,git@github.com:citusdata/pg_cron.git,citusdata
sdl-gpu,git@github.com:grimfang4/sdl-gpu.git,grimfang4
fwupd,git@github.com:fwupd/fwupd.git,fwupd
CVE-2016-5195,git@github.com:timwr/CVE-2016-5195.git,timwr
libnfc,git@github.com:nfc-tools/libnfc.git,nfc-tools
miniz,git@github.com:richgel999/miniz.git,richgel999
forked-daapd,git@github.com:ejurgensen/forked-daapd.git,ejurgensen
UnicornConsole,git@github.com:Gigoteur/UnicornConsole.git,Gigoteur
likwid,git@github.com:RRZE-HPC/likwid.git,RRZE-HPC
nginx-http-concat,git@github.com:alibaba/nginx-http-concat.git,alibaba
osx_app_in_plain_c,git@github.com:jimon/osx_app_in_plain_c.git,jimon
simplefs,git@github.com:psankar/simplefs.git,psankar
yac,git@github.com:laruence/yac.git,laruence
catimg,git@github.com:posva/catimg.git,posva
pg_cron,git@github.com:citusdata/pg_cron.git,citusdata
sdl-gpu,git@github.com:grimfang4/sdl-gpu.git,grimfang4
channel3,git@github.com:cnlohr/channel3.git,cnlohr
cef2go,git@github.com:cztomczak/cef2go.git,cztomczak
Epoc.js,git@github.com:charliegerard/Epoc.js.git,charliegerard
TDL,git@github.com:hfiref0x/TDL.git,hfiref0x
uTox,git@github.com:uTox/uTox.git,uTox
angband,git@github.com:angband/angband.git,angband
CoreBitcoin,git@github.com:oleganza/CoreBitcoin.git,oleganza
CipherShed,git@github.com:CipherShed/CipherShed.git,CipherShed
spectre-attack,git@github.com:Eugnis/spectre-attack.git,Eugnis
learn-c-the-hard-way-lectures,git@github.com:zedshaw/learn-c-the-hard-way-lectures.git,zedshaw
Reading-and-comprehense-linux-Kernel-network-protocol-stack,git@github.com:y123456yz/Reading-and-comprehense-linux-Kernel-network-protocol-stack.git,y123456yz
c-blosc,git@github.com:Blosc/c-blosc.git,Blosc
utf8.h,git@github.com:sheredom/utf8.h.git,sheredom
common-shaders,git@github.com:libretro/common-shaders.git,libretro
php-cp,git@github.com:swoole/php-cp.git,swoole
osx-cpu-temp,git@github.com:lavoiesl/osx-cpu-temp.git,lavoiesl
nginx-http-concat,git@github.com:alibaba/nginx-http-concat.git,alibaba
osx_app_in_plain_c,git@github.com:jimon/osx_app_in_plain_c.git,jimon
renderer,git@github.com:zauonlok/renderer.git,zauonlok
simplefs,git@github.com:psankar/simplefs.git,psankar
Arduino_Core_STM32,git@github.com:stm32duino/Arduino_Core_STM32.git,stm32duino
lthread,git@github.com:halayli/lthread.git,halayli
corosync,git@github.com:corosync/corosync.git,corosync
casync,git@github.com:systemd/casync.git,systemd
rmlint,git@github.com:sahib/rmlint.git,sahib
TrueCrypt,git@github.com:FreeApophis/TrueCrypt.git,FreeApophis
paho.mqtt.embedded-c,git@github.com:eclipse/paho.mqtt.embedded-c.git,eclipse
raft,git@github.com:willemt/raft.git,willemt
kvm-guest-drivers-windows,git@github.com:virtio-win/kvm-guest-drivers-windows.git,virtio-win
miniaudio,git@github.com:dr-soft/miniaudio.git,dr-soft
CipherShed,git@github.com:CipherShed/CipherShed.git,CipherShed
bic,git@github.com:hexagonal-sun/bic.git,hexagonal-sun
ureq,git@github.com:solusipse/ureq.git,solusipse
NMSSH,git@github.com:NMSSH/NMSSH.git,NMSSH
Reading-and-comprehense-linux-Kernel-network-protocol-stack,git@github.com:y123456yz/Reading-and-comprehense-linux-Kernel-network-protocol-stack.git,y123456yz
common-shaders,git@github.com:libretro/common-shaders.git,libretro
czmq,git@github.com:zeromq/czmq.git,zeromq
ShiYanLou,git@github.com:Ewenwan/ShiYanLou.git,Ewenwan
selfie,git@github.com:cksystemsteaching/selfie.git,cksystemsteaching
fwupd,git@github.com:fwupd/fwupd.git,fwupd
libnfc,git@github.com:nfc-tools/libnfc.git,nfc-tools
miniz,git@github.com:richgel999/miniz.git,richgel999
forked-daapd,git@github.com:ejurgensen/forked-daapd.git,ejurgensen
likwid,git@github.com:RRZE-HPC/likwid.git,RRZE-HPC
nginx-http-concat,git@github.com:alibaba/nginx-http-concat.git,alibaba
osx_app_in_plain_c,git@github.com:jimon/osx_app_in_plain_c.git,jimon
igraph,git@github.com:igraph/igraph.git,igraph
playerctl,git@github.com:altdesktop/playerctl.git,altdesktop
cmark,git@github.com:commonmark/cmark.git,commonmark
can-utils,git@github.com:linux-can/can-utils.git,linux-can
rnnoise,git@github.com:xiph/rnnoise.git,xiph
Varnish-Cache,git@github.com:varnish/Varnish-Cache.git,varnish
Zeus,git@github.com:Visgean/Zeus.git,Visgean
simavr,git@github.com:buserror/simavr.git,buserror
libtomcrypt,git@github.com:libtom/libtomcrypt.git,libtom
cups,git@github.com:apple/cups.git,apple
lci,git@github.com:justinmeza/lci.git,justinmeza
LearningMasteringAlgorithms-C,git@github.com:yourtion/LearningMasteringAlgorithms-C.git,yourtion
USTC-CS-Courses-Resource,git@github.com:ustcwpz/USTC-CS-Courses-Resource.git,ustcwpz
Diamorphine,git@github.com:m0nad/Diamorphine.git,m0nad
CrazyEye,git@github.com:triaquae/CrazyEye.git,triaquae
AppleTrace,git@github.com:everettjf/AppleTrace.git,everettjf
permafrost-engine,git@github.com:eduard-permyakov/permafrost-engine.git,eduard-permyakov
coffeecatch,git@github.com:xroche/coffeecatch.git,xroche
qlibc,git@github.com:wolkykim/qlibc.git,wolkykim
Bulllord-Engine,git@github.com:MarilynDafa/Bulllord-Engine.git,MarilynDafa
tinydir,git@github.com:cxong/tinydir.git,cxong
apulse,git@github.com:i-rinat/apulse.git,i-rinat
ctrulib,git@github.com:smealum/ctrulib.git,smealum
Cranium,git@github.com:100/Cranium.git,100
taint,git@github.com:laruence/taint.git,laruence
hypopg,git@github.com:HypoPG/hypopg.git,HypoPG
esp32-cam-demo,git@github.com:igrr/esp32-cam-demo.git,igrr
Onigmo,git@github.com:k-takata/Onigmo.git,k-takata
libmaxminddb,git@github.com:maxmind/libmaxminddb.git,maxmind
cpuminer-opt,git@github.com:JayDDee/cpuminer-opt.git,JayDDee
corkscrew,git@github.com:bryanpkc/corkscrew.git,bryanpkc
CudaMiner,git@github.com:cbuchner1/CudaMiner.git,cbuchner1
libsndfile,git@github.com:erikd/libsndfile.git,erikd
howm,git@github.com:HarveyHunt/howm.git,HarveyHunt
gjk.c,git@github.com:kroitor/gjk.c.git,kroitor
nginx-1.0.14_comment,git@github.com:jianfengye/nginx-1.0.14_comment.git,jianfengye
discount,git@github.com:Orc/discount.git,Orc
BlockHook,git@github.com:yulingtianxia/BlockHook.git,yulingtianxia
html5-parser,git@github.com:kovidgoyal/html5-parser.git,kovidgoyal
zaver,git@github.com:zyearn/zaver.git,zyearn
arduino-lmic,git@github.com:matthijskooijman/arduino-lmic.git,matthijskooijman
mac,git@github.com:felixangell/mac.git,felixangell
check,git@github.com:libcheck/check.git,libcheck
trex-core,git@github.com:cisco-system-traffic-generator/trex-core.git,cisco-system-traffic-generator
log.c,git@github.com:rxi/log.c.git,rxi
python-cx_Oracle,git@github.com:oracle/python-cx_Oracle.git,oracle
nginx-module-sysguard,git@github.com:vozlt/nginx-module-sysguard.git,vozlt
groonga,git@github.com:groonga/groonga.git,groonga
ultramysql,git@github.com:esnme/ultramysql.git,esnme
libvncserver,git@github.com:LibVNC/libvncserver.git,LibVNC
openjpeg,git@github.com:uclouvain/openjpeg.git,uclouvain
cheali-charger,git@github.com:stawel/cheali-charger.git,stawel
AtomVM,git@github.com:bettio/AtomVM.git,bettio
mynewt-core,git@github.com:apache/mynewt-core.git,apache
OpenCorsairLink,git@github.com:audiohacked/OpenCorsairLink.git,audiohacked
lci,git@github.com:justinmeza/lci.git,justinmeza
jSerialComm,git@github.com:Fazecast/jSerialComm.git,Fazecast
LearningMasteringAlgorithms-C,git@github.com:yourtion/LearningMasteringAlgorithms-C.git,yourtion
USTC-CS-Courses-Resource,git@github.com:ustcwpz/USTC-CS-Courses-Resource.git,ustcwpz
CrazyEye,git@github.com:triaquae/CrazyEye.git,triaquae
wakaama,git@github.com:eclipse/wakaama.git,eclipse
prism,git@github.com:andreafabrizi/prism.git,andreafabrizi
ucx,git@github.com:openucx/ucx.git,openucx
libpg_query,git@github.com:lfittl/libpg_query.git,lfittl
libmaple,git@github.com:leaflabs/libmaple.git,leaflabs
libevhtp,git@github.com:criticalstack/libevhtp.git,criticalstack
calcurse,git@github.com:lfos/calcurse.git,lfos
snow,git@github.com:mortie/snow.git,mortie
partcl,git@github.com:zserge/partcl.git,zserge
php-nsq,git@github.com:yunnian/php-nsq.git,yunnian
ctrulib,git@github.com:smealum/ctrulib.git,smealum
Cranium,git@github.com:100/Cranium.git,100
taint,git@github.com:laruence/taint.git,laruence
hypopg,git@github.com:HypoPG/hypopg.git,HypoPG
esp32-cam-demo,git@github.com:igrr/esp32-cam-demo.git,igrr
etlegacy,git@github.com:etlegacy/etlegacy.git,etlegacy
Onigmo,git@github.com:k-takata/Onigmo.git,k-takata
libmaxminddb,git@github.com:maxmind/libmaxminddb.git,maxmind
kazmath,git@github.com:Kazade/kazmath.git,Kazade
MoarVM,git@github.com:MoarVM/MoarVM.git,MoarVM
luaffi,git@github.com:jmckaskill/luaffi.git,jmckaskill
cctools-port,git@github.com:tpoechtrager/cctools-port.git,tpoechtrager
tty-clock,git@github.com:xorg62/tty-clock.git,xorg62
fssb,git@github.com:adtac/fssb.git,adtac
layout,git@github.com:randrew/layout.git,randrew
terminology,git@github.com:billiob/terminology.git,billiob
vmprof-python,git@github.com:vmprof/vmprof-python.git,vmprof
sharedhashfile,git@github.com:simonhf/sharedhashfile.git,simonhf
libsrt,git@github.com:faragon/libsrt.git,faragon
Code-used-on-Daniel-Lemire-s-blog,git@github.com:lemire/Code-used-on-Daniel-Lemire-s-blog.git,lemire
CRoaring,git@github.com:RoaringBitmap/CRoaring.git,RoaringBitmap
openjpeg,git@github.com:uclouvain/openjpeg.git,uclouvain
cheali-charger,git@github.com:stawel/cheali-charger.git,stawel
AtomVM,git@github.com:bettio/AtomVM.git,bettio
mynewt-core,git@github.com:apache/mynewt-core.git,apache
jSerialComm,git@github.com:Fazecast/jSerialComm.git,Fazecast
LearningMasteringAlgorithms-C,git@github.com:yourtion/LearningMasteringAlgorithms-C.git,yourtion
USTC-CS-Courses-Resource,git@github.com:ustcwpz/USTC-CS-Courses-Resource.git,ustcwpz
Diamorphine,git@github.com:m0nad/Diamorphine.git,m0nad
CrazyEye,git@github.com:triaquae/CrazyEye.git,triaquae
fossa,git@github.com:cesanta/fossa.git,cesanta
chrlauncher,git@github.com:henrypp/chrlauncher.git,henrypp
APE_Server,git@github.com:APE-Project/APE_Server.git,APE-Project
OS67,git@github.com:SilverRainZ/OS67.git,SilverRainZ
coova-chilli,git@github.com:coova/coova-chilli.git,coova
mei-amt-check,git@github.com:mjg59/mei-amt-check.git,mjg59
iPlug2,git@github.com:iPlug2/iPlug2.git,iPlug2
2048.c,git@github.com:mevdschee/2048.c.git,mevdschee
progressbar,git@github.com:doches/progressbar.git,doches
c,git@github.com:andrewchambers/c.git,andrewchambers
VBoxHardenedLoader,git@github.com:hfiref0x/VBoxHardenedLoader.git,hfiref0x
cpp-cheat,git@github.com:cirosantilli/cpp-cheat.git,cirosantilli
chips,git@github.com:floooh/chips.git,floooh
cc-oci-runtime,git@github.com:intel/cc-oci-runtime.git,intel
tgc,git@github.com:orangeduck/tgc.git,orangeduck
colorchord,git@github.com:cnlohr/colorchord.git,cnlohr
libPusher,git@github.com:pusher/libPusher.git,pusher
libcoap,git@github.com:obgm/libcoap.git,obgm
jabberd2,git@github.com:jabberd2/jabberd2.git,jabberd2
camel,git@github.com:leonindy/camel.git,leonindy
XPlaneConnect,git@github.com:nasa/XPlaneConnect.git,nasa
CsToLua,git@github.com:topameng/CsToLua.git,topameng
CJAG,git@github.com:IAIK/CJAG.git,IAIK
json.h,git@github.com:sheredom/json.h.git,sheredom
atheme,git@github.com:atheme/atheme.git,atheme
critbit,git@github.com:agl/critbit.git,agl
crash,git@github.com:crash-utility/crash.git,crash-utility
tiny-web-server,git@github.com:shenfeng/tiny-web-server.git,shenfeng
edgefs,git@github.com:Nexenta/edgefs.git,Nexenta
wl-clipboard,git@github.com:bugaevc/wl-clipboard.git,bugaevc
charm,git@github.com:JHUISI/charm.git,JHUISI
libcs50,git@github.com:cs50/libcs50.git,cs50
crun,git@github.com:containers/crun.git,containers
ctf,git@github.com:sixstars/ctf.git,sixstars
OOGL,git@github.com:Overv/OOGL.git,Overv
nematoduino,git@github.com:nategri/nematoduino.git,nategri
fbx-conv,git@github.com:libgdx/fbx-conv.git,libgdx
http-parser,git@github.com:benoitc/http-parser.git,benoitc
CBasediOSApp,git@github.com:richardjrossiii/CBasediOSApp.git,richardjrossiii
Random-C-stuff,git@github.com:Kreijstal/Random-C-stuff.git,Kreijstal
kernel_common,git@github.com:aosp-mirror/kernel_common.git,aosp-mirror
cdogs-sdl,git@github.com:cxong/cdogs-sdl.git,cxong
sort,git@github.com:swenson/sort.git,swenson
IconFontCppHeaders,git@github.com:juliettef/IconFontCppHeaders.git,juliettef
webrtc-jingle-client,git@github.com:lukeweber/webrtc-jingle-client.git,lukeweber
Punity,git@github.com:martincohen/Punity.git,martincohen
50AH-code,git@github.com:Macarse/50AH-code.git,Macarse
azure-iot-sdk-c,git@github.com:Azure/azure-iot-sdk-c.git,Azure
dbus-broker,git@github.com:bus1/dbus-broker.git,bus1
vsmartcard,git@github.com:frankmorgner/vsmartcard.git,frankmorgner
ctf,git@github.com:sixstars/ctf.git,sixstars
MIRACL,git@github.com:miracl/MIRACL.git,miracl
OOGL,git@github.com:Overv/OOGL.git,Overv
nematoduino,git@github.com:nategri/nematoduino.git,nategri
fbx-conv,git@github.com:libgdx/fbx-conv.git,libgdx
http-parser,git@github.com:benoitc/http-parser.git,benoitc
fbg,git@github.com:grz0zrg/fbg.git,grz0zrg
crazepony-firmware-none,git@github.com:Crazepony/crazepony-firmware-none.git,Crazepony
amazon-kinesis-video-streams-webrtc-sdk-c,git@github.com:awslabs/amazon-kinesis-video-streams-webrtc-sdk-c.git,awslabs
intel-cmt-cat,git@github.com:intel/intel-cmt-cat.git,intel
inadyn,git@github.com:troglobit/inadyn.git,troglobit
Cinoop,git@github.com:CTurt/Cinoop.git,CTurt
core,git@github.com:metacall/core.git,metacall
cgltf,git@github.com:jkuhlmann/cgltf.git,jkuhlmann
vlmcsd,git@github.com:kkkgo/vlmcsd.git,kkkgo
three_cpp,git@github.com:jdduke/three_cpp.git,jdduke
netcat,git@github.com:diegocr/netcat.git,diegocr
gpredict,git@github.com:csete/gpredict.git,csete
minmea,git@github.com:kosma/minmea.git,kosma
nedmalloc,git@github.com:ned14/nedmalloc.git,ned14
tinycc,git@github.com:TinyCC/tinycc.git,TinyCC
exim,git@github.com:Exim/exim.git,Exim
Quick-Cocos2dx-Community,git@github.com:u0u0/Quick-Cocos2dx-Community.git,u0u0
fping,git@github.com:schweikert/fping.git,schweikert
NFHTTP,git@github.com:spotify/NFHTTP.git,spotify
Redis-Code,git@github.com:linyiqun/Redis-Code.git,linyiqun
dnscrypt-wrapper,git@github.com:cofyc/dnscrypt-wrapper.git,cofyc
lacc,git@github.com:larmel/lacc.git,larmel
Data-Structures-and-Algorithms-in-C,git@github.com:LeechanX/Data-Structures-and-Algorithms-in-C.git,LeechanX
cpuminer-multi,git@github.com:lucasjones/cpuminer-multi.git,lucasjones
flac,git@github.com:xiph/flac.git,xiph
