project_name,project_url,user_name
cppast,git@github.com:foonathan/cppast.git,foonathan
clif,git@github.com:google/clif.git,google
Sophus,git@github.com:strasdat/Sophus.git,strasdat
Selene,git@github.com:jeremyong/Selene.git,jeremyong
gcpp,git@github.com:hsutter/gcpp.git,hsutter
creduce,git@github.com:csmith-project/creduce.git,csmith-project
libgraphqlparser,git@github.com:graphql/libgraphqlparser.git,graphql
rpclib,git@github.com:rpclib/rpclib.git,rpclib
enkiTS,git@github.com:dougbinks/enkiTS.git,dougbinks
phpx,git@github.com:swoole/phpx.git,swoole
osgearth,git@github.com:gwaldron/osgearth.git,gwaldron
docopt.cpp,git@github.com:docopt/docopt.cpp.git,docopt
inspircd,git@github.com:inspircd/inspircd.git,inspircd
sqlite_orm,git@github.com:fnc12/sqlite_orm.git,fnc12
inspector,git@github.com:inspector-repl/inspector.git,inspector-repl
magic_enum,git@github.com:Neargye/magic_enum.git,Neargye
CImg,git@github.com:dtschump/CImg.git,dtschump
cppzmq,git@github.com:zeromq/cppzmq.git,zeromq
treefrog-framework,git@github.com:treefrogframework/treefrog-framework.git,treefrogframework
leetcode,git@github.com:illuz/leetcode.git,illuz
VC-LTL,git@github.com:Chuyu-Team/VC-LTL.git,Chuyu-Team
iod,git@github.com:matt-42/iod.git,matt-42
kfr,git@github.com:kfrlib/kfr.git,kfrlib
cpputest,git@github.com:cpputest/cpputest.git,cpputest
Qv2ray,git@github.com:lhy0403/Qv2ray.git,lhy0403
polylabel,git@github.com:mapbox/polylabel.git,mapbox
graphchi-cpp,git@github.com:GraphChi/graphchi-cpp.git,GraphChi
asyncplusplus,git@github.com:Amanieu/asyncplusplus.git,Amanieu
hypervisor,git@github.com:Bareflank/hypervisor.git,Bareflank
mongo-cxx-driver,git@github.com:mongodb/mongo-cxx-driver.git,mongodb
hnswlib,git@github.com:nmslib/hnswlib.git,nmslib
blink,git@github.com:crosire/blink.git,crosire
chrono,git@github.com:projectchrono/chrono.git,projectchrono
args,git@github.com:Taywee/args.git,Taywee
CTPL,git@github.com:vit-vit/CTPL.git,vit-vit
vireo,git@github.com:twitter/vireo.git,twitter
FakeIt,git@github.com:eranpeer/FakeIt.git,eranpeer
pycdc,git@github.com:zrax/pycdc.git,zrax
node-addon-api,git@github.com:nodejs/node-addon-api.git,nodejs
node-cpp-modules,git@github.com:kkaefer/node-cpp-modules.git,kkaefer
TegraRcmGUI,git@github.com:eliboa/TegraRcmGUI.git,eliboa
minerva,git@github.com:dmlc/minerva.git,dmlc
SublimeClang,git@github.com:quarnster/SublimeClang.git,quarnster
memory,git@github.com:foonathan/memory.git,foonathan
hikyuu,git@github.com:fasiondog/hikyuu.git,fasiondog
pprint,git@github.com:p-ranav/pprint.git,p-ranav
constexpr-8cc,git@github.com:keiichiw/constexpr-8cc.git,keiichiw
TerminalImageViewer,git@github.com:stefanhaustein/TerminalImageViewer.git,stefanhaustein
orbitprofiler,git@github.com:pierricgimmig/orbitprofiler.git,pierricgimmig
directx-sdk-samples,git@github.com:walbourn/directx-sdk-samples.git,walbourn
xsimd,git@github.com:xtensor-stack/xsimd.git,xtensor-stack
PolyHook,git@github.com:stevemk14ebr/PolyHook.git,stevemk14ebr
DirectXMath,git@github.com:microsoft/DirectXMath.git,microsoft
rtaudio,git@github.com:thestk/rtaudio.git,thestk
oxygine-framework,git@github.com:oxygine/oxygine-framework.git,oxygine
xlnt,git@github.com:tfussell/xlnt.git,tfussell
Simple-WebSocket-Server,git@github.com:eidheim/Simple-WebSocket-Server.git,eidheim
ToyPathTracer,git@github.com:aras-p/ToyPathTracer.git,aras-p
memory-allocators,git@github.com:mtrebi/memory-allocators.git,mtrebi
cr,git@github.com:fungos/cr.git,fungos
liquibook,git@github.com:enewhuis/liquibook.git,enewhuis
KCFcpp,git@github.com:joaofaro/KCFcpp.git,joaofaro
Clara,git@github.com:catchorg/Clara.git,catchorg
rapidcheck,git@github.com:emil-e/rapidcheck.git,emil-e
cinatra,git@github.com:qicosmos/cinatra.git,qicosmos
CtCI-6th-Edition-cpp,git@github.com:careercup/CtCI-6th-Edition-cpp.git,careercup
Streams,git@github.com:jscheiny/Streams.git,jscheiny
elements,git@github.com:cycfi/elements.git,cycfi
di,git@github.com:boost-experimental/di.git,boost-experimental
glbinding,git@github.com:cginternals/glbinding.git,cginternals
tinygltf,git@github.com:syoyo/tinygltf.git,syoyo
vpp,git@github.com:matt-42/vpp.git,matt-42
NanoLog,git@github.com:PlatformLab/NanoLog.git,PlatformLab
stdman,git@github.com:jeaye/stdman.git,jeaye
RaftLib,git@github.com:RaftLib/RaftLib.git,RaftLib
nameof,git@github.com:Neargye/nameof.git,Neargye
Osiris,git@github.com:danielkrupinski/Osiris.git,danielkrupinski
vexcl,git@github.com:ddemidov/vexcl.git,ddemidov
Cpp-0-1-Resource,git@github.com:AnkerLeng/Cpp-0-1-Resource.git,AnkerLeng
CZXing,git@github.com:devilsen/CZXing.git,devilsen
Sprout,git@github.com:bolero-MURAKAMI/Sprout.git,bolero-MURAKAMI
cutelyst,git@github.com:cutelyst/cutelyst.git,cutelyst
marian,git@github.com:marian-nmt/marian.git,marian-nmt
Hercules,git@github.com:HerculesWS/Hercules.git,HerculesWS
libjson-rpc-cpp,git@github.com:cinemast/libjson-rpc-cpp.git,cinemast
falltergeist,git@github.com:falltergeist/falltergeist.git,falltergeist
Linq,git@github.com:pfultz2/Linq.git,pfultz2
served,git@github.com:meltwater/served.git,meltwater
standardese,git@github.com:standardese/standardese.git,standardese
alembic,git@github.com:alembic/alembic.git,alembic
meta,git@github.com:meta-toolkit/meta.git,meta-toolkit
dll,git@github.com:wichtounet/dll.git,wichtounet
esphome-core,git@github.com:esphome/esphome-core.git,esphome
opendht,git@github.com:savoirfairelinux/opendht.git,savoirfairelinux
nova-renderer,git@github.com:NovaMods/nova-renderer.git,NovaMods
Mesen,git@github.com:SourMesen/Mesen.git,SourMesen
frugally-deep,git@github.com:Dobiasd/frugally-deep.git,Dobiasd
g3log,git@github.com:KjellKod/g3log.git,KjellKod
xeus,git@github.com:jupyter-xeus/xeus.git,jupyter-xeus
CppNumericalSolvers,git@github.com:PatWie/CppNumericalSolvers.git,PatWie
v8pp,git@github.com:pmed/v8pp.git,pmed
cpp-dependencies,git@github.com:tomtom-international/cpp-dependencies.git,tomtom-international
FastPFor,git@github.com:lemire/FastPFor.git,lemire
clipp,git@github.com:muellan/clipp.git,muellan
sonar-cxx,git@github.com:SonarOpenCommunity/sonar-cxx.git,SonarOpenCommunity
MemoryPool,git@github.com:cacay/MemoryPool.git,cacay
IcePlayer,git@github.com:FreedomZZQ/IcePlayer.git,FreedomZZQ
cmake-init,git@github.com:cginternals/cmake-init.git,cginternals
hiberlite,git@github.com:paulftw/hiberlite.git,paulftw
ATen,git@github.com:zdevito/ATen.git,zdevito
continuable,git@github.com:Naios/continuable.git,Naios
cinatra,git@github.com:topcpporg/cinatra.git,topcpporg
symengine,git@github.com:symengine/symengine.git,symengine
dr_strangetemplate,git@github.com:MCGallaspy/dr_strangetemplate.git,MCGallaspy
utfcpp,git@github.com:nemtrif/utfcpp.git,nemtrif
py14,git@github.com:lukasmartinelli/py14.git,lukasmartinelli
units,git@github.com:nholthaus/units.git,nholthaus
Acid,git@github.com:EQMG/Acid.git,EQMG
LintCode,git@github.com:kamyu104/LintCode.git,kamyu104
DirectXTK12,git@github.com:microsoft/DirectXTK12.git,microsoft
kokkos,git@github.com:kokkos/kokkos.git,kokkos
csmith,git@github.com:csmith-project/csmith.git,csmith-project
ADVobfuscator,git@github.com:andrivet/ADVobfuscator.git,andrivet
FreeNOS,git@github.com:nieklinnenbank/FreeNOS.git,nieklinnenbank
EtherealEngine,git@github.com:volcoma/EtherealEngine.git,volcoma
sqlite_modern_cpp,git@github.com:SqliteModernCpp/sqlite_modern_cpp.git,SqliteModernCpp
OpenTracker,git@github.com:rockkingjy/OpenTracker.git,rockkingjy
ZLToolKit,git@github.com:xiongziliang/ZLToolKit.git,xiongziliang
Celero,git@github.com:DigitalInBlue/Celero.git,DigitalInBlue
Data-Structure-And-Algorithm,git@github.com:mmc-maodun/Data-Structure-And-Algorithm.git,mmc-maodun
Pavlov.js,git@github.com:NathanEpstein/Pavlov.js.git,NathanEpstein
CToy,git@github.com:anael-seghezzi/CToy.git,anael-seghezzi
Rcpp,git@github.com:RcppCore/Rcpp.git,RcppCore
uMario_Jakowski,git@github.com:jakowskidev/uMario_Jakowski.git,jakowskidev
gsl-lite,git@github.com:martinmoene/gsl-lite.git,martinmoene
keras2cpp,git@github.com:pplonski/keras2cpp.git,pplonski
thrill,git@github.com:thrill/thrill.git,thrill
casadi,git@github.com:casadi/casadi.git,casadi
codequery,git@github.com:ruben2020/codequery.git,ruben2020
OpenDDS,git@github.com:objectcomputing/OpenDDS.git,objectcomputing
libspatialindex,git@github.com:libspatialindex/libspatialindex.git,libspatialindex
quantlib-old,git@github.com:lballabio/quantlib-old.git,lballabio
brigand,git@github.com:edouarda/brigand.git,edouarda
frozen,git@github.com:serge-sans-paille/frozen.git,serge-sans-paille
LeetCode,git@github.com:Jack-Cherish/LeetCode.git,Jack-Cherish
cnpy,git@github.com:rogersce/cnpy.git,rogersce
gainput,git@github.com:jkuhlmann/gainput.git,jkuhlmann
linalg,git@github.com:sgorsten/linalg.git,sgorsten
kalman,git@github.com:mherb/kalman.git,mherb
linear-cpp,git@github.com:jesyspa/linear-cpp.git,jesyspa
oglplus,git@github.com:matus-chochlik/oglplus.git,matus-chochlik
indicators,git@github.com:p-ranav/indicators.git,p-ranav
libsocket,git@github.com:dermesser/libsocket.git,dermesser
tufao,git@github.com:vinipsmaker/tufao.git,vinipsmaker
ngrok-c,git@github.com:dosgo/ngrok-c.git,dosgo
voxel-cone-tracing,git@github.com:Friduric/voxel-cone-tracing.git,Friduric
wgtcc,git@github.com:wgtdkp/wgtcc.git,wgtdkp
cosmos,git@github.com:qicosmos/cosmos.git,qicosmos
lzham_codec,git@github.com:richgel999/lzham_codec.git,richgel999
stk,git@github.com:thestk/stk.git,thestk
cpp-serializers,git@github.com:thekvs/cpp-serializers.git,thekvs
dynamix,git@github.com:iboB/dynamix.git,iboB
PolyHook_2_0,git@github.com:stevemk14ebr/PolyHook_2_0.git,stevemk14ebr
DBoW2,git@github.com:dorian3d/DBoW2.git,dorian3d
MachineLearning-C---code,git@github.com:pennyliang/MachineLearning-C---code.git,pennyliang
FastNoiseSIMD,git@github.com:Auburns/FastNoiseSIMD.git,Auburns
AMQP-CPP,git@github.com:CopernicaMarketingSoftware/AMQP-CPP.git,CopernicaMarketingSoftware
easyLambda,git@github.com:haptork/easyLambda.git,haptork
brynet,git@github.com:IronsDu/brynet.git,IronsDu
hof,git@github.com:boostorg/hof.git,boostorg
HopsonCraft,git@github.com:Hopson97/HopsonCraft.git,Hopson97
cpp-cheatsheet,git@github.com:mortennobel/cpp-cheatsheet.git,mortennobel
mfem,git@github.com:mfem/mfem.git,mfem
elle,git@github.com:infinit/elle.git,infinit
hat-trie,git@github.com:Tessil/hat-trie.git,Tessil
30-seconds-of-cpp,git@github.com:Bhupesh-V/30-seconds-of-cpp.git,Bhupesh-V
algorithm,git@github.com:spaghetti-source/algorithm.git,spaghetti-source
QuickQanava,git@github.com:cneben/QuickQanava.git,cneben
sajson,git@github.com:chadaustin/sajson.git,chadaustin
cxx-prettyprint,git@github.com:louisdx/cxx-prettyprint.git,louisdx
FBReader,git@github.com:geometer/FBReader.git,geometer
ouzel,git@github.com:elnormous/ouzel.git,elnormous
marl,git@github.com:google/marl.git,google
