project_name,project_url,user_name
s2n,git@github.com:awslabs/s2n.git,awslabs
cmus,git@github.com:cmus/cmus.git,cmus
xxHash,git@github.com:Cyan4973/xxHash.git,Cyan4973
dynomite,git@github.com:Netflix/dynomite.git,Netflix
JohnTheRipper,git@github.com:magnumripper/JohnTheRipper.git,magnumripper
kore,git@github.com:jorisvink/kore.git,jorisvink
ChinaDNS,git@github.com:shadowsocks/ChinaDNS.git,shadowsocks
vis,git@github.com:martanne/vis.git,martanne
tbox,git@github.com:tboox/tbox.git,tboox
JohnTheRipper,git@github.com:magnumripper/JohnTheRipper.git,magnumripper
kore,git@github.com:jorisvink/kore.git,jorisvink
ChinaDNS,git@github.com:shadowsocks/ChinaDNS.git,shadowsocks
vis,git@github.com:martanne/vis.git,martanne
tbox,git@github.com:tboox/tbox.git,tboox
contiki,git@github.com:contiki-os/contiki.git,contiki-os
dokany,git@github.com:dokan-dev/dokany.git,dokan-dev
gravity,git@github.com:marcobambini/gravity.git,marcobambini
RIOT,git@github.com:RIOT-OS/RIOT.git,RIOT-OS
OnlinePythonTutor,git@github.com:pgbovine/OnlinePythonTutor.git,pgbovine
JohnTheRipper,git@github.com:magnumripper/JohnTheRipper.git,magnumripper
kore,git@github.com:jorisvink/kore.git,jorisvink
ChinaDNS,git@github.com:shadowsocks/ChinaDNS.git,shadowsocks
vis,git@github.com:martanne/vis.git,martanne
tbox,git@github.com:tboox/tbox.git,tboox
contiki,git@github.com:contiki-os/contiki.git,contiki-os
dokany,git@github.com:dokan-dev/dokany.git,dokan-dev
gravity,git@github.com:marcobambini/gravity.git,marcobambini
RIOT,git@github.com:RIOT-OS/RIOT.git,RIOT-OS
OnlinePythonTutor,git@github.com:pgbovine/OnlinePythonTutor.git,pgbovine
chipsec,git@github.com:chipsec/chipsec.git,chipsec
yajl,git@github.com:lloyd/yajl.git,lloyd
mongoose-os,git@github.com:cesanta/mongoose-os.git,cesanta
gear-lib,git@github.com:gozfree/gear-lib.git,gozfree
tiny-AES-c,git@github.com:kokke/tiny-AES-c.git,kokke
compton,git@github.com:chjj/compton.git,chjj
uthash,git@github.com:troydhanson/uthash.git,troydhanson
leetcode,git@github.com:begeekmyfriend/leetcode.git,begeekmyfriend
checkedc,git@github.com:microsoft/checkedc.git,microsoft
sundown,git@github.com:vmg/sundown.git,vmg
libmill,git@github.com:sustrik/libmill.git,sustrik
stellar-core,git@github.com:stellar/stellar-core.git,stellar
cute_headers,git@github.com:RandyGaul/cute_headers.git,RandyGaul
libusb,git@github.com:libusb/libusb.git,libusb
VeraCrypt,git@github.com:veracrypt/VeraCrypt.git,veracrypt
reading-code-of-nginx-1.9.2,git@github.com:y123456yz/reading-code-of-nginx-1.9.2.git,y123456yz
bjoern,git@github.com:jonashaag/bjoern.git,jonashaag
cleanflight,git@github.com:cleanflight/cleanflight.git,cleanflight
way-cooler,git@github.com:way-cooler/way-cooler.git,way-cooler
jansson,git@github.com:akheron/jansson.git,akheron
keepalived,git@github.com:acassen/keepalived.git,acassen
CreepyCodeCollection,git@github.com:MinhasKamal/CreepyCodeCollection.git,MinhasKamal
c-algorithms,git@github.com:fragglet/c-algorithms.git,fragglet
varnish-cache,git@github.com:varnishcache/varnish-cache.git,varnishcache
Collections-C,git@github.com:srdja/Collections-C.git,srdja
clumsy,git@github.com:jagt/clumsy.git,jagt
yajl,git@github.com:lloyd/yajl.git,lloyd
mongoose-os,git@github.com:cesanta/mongoose-os.git,cesanta
gear-lib,git@github.com:gozfree/gear-lib.git,gozfree
MineCraft-One-Week-Challenge,git@github.com:Hopson97/MineCraft-One-Week-Challenge.git,Hopson97
sundown,git@github.com:vmg/sundown.git,vmg
statsite,git@github.com:statsite/statsite.git,statsite
honggfuzz,git@github.com:google/honggfuzz.git,google
write-a-C-interpreter,git@github.com:lotabout/write-a-C-interpreter.git,lotabout
pygame,git@github.com:pygame/pygame.git,pygame
fluent-bit,git@github.com:fluent/fluent-bit.git,fluent
neomutt,git@github.com:neomutt/neomutt.git,neomutt
libphenom,git@github.com:facebookarchive/libphenom.git,facebookarchive
tvheadend,git@github.com:tvheadend/tvheadend.git,tvheadend
ck,git@github.com:concurrencykit/ck.git,concurrencykit
libmodbus,git@github.com:stephane/libmodbus.git,stephane
nuklear,git@github.com:golang-ui/nuklear.git,golang-ui
Raphters,git@github.com:danielwaterworth/Raphters.git,danielwaterworth
libdill,git@github.com:sustrik/libdill.git,sustrik
v7,git@github.com:cesanta/v7.git,cesanta
AirConnect,git@github.com:philippe44/AirConnect.git,philippe44
mjs,git@github.com:cesanta/mjs.git,cesanta
syslog-ng,git@github.com:syslog-ng/syslog-ng.git,syslog-ng
rspamd,git@github.com:rspamd/rspamd.git,rspamd
guacamole-server,git@github.com:apache/guacamole-server.git,apache
fzy,git@github.com:jhawthorn/fzy.git,jhawthorn
pianobar,git@github.com:PromyLOPh/pianobar.git,PromyLOPh
onion,git@github.com:davidmoreno/onion.git,davidmoreno
aubio,git@github.com:aubio/aubio.git,aubio
gosu,git@github.com:gosu/gosu.git,gosu
cpu_features,git@github.com:google/cpu_features.git,google
acl,git@github.com:acl-dev/acl.git,acl-dev
coroutine,git@github.com:cloudwu/coroutine.git,cloudwu
cava,git@github.com:karlstav/cava.git,karlstav
premake-core,git@github.com:premake/premake-core.git,premake
3proxy,git@github.com:z3APA3A/3proxy.git,z3APA3A
tor,git@github.com:torproject/tor.git,torproject
9cc,git@github.com:rui314/9cc.git,rui314
cstore_fdw,git@github.com:citusdata/cstore_fdw.git,citusdata
yajl-ruby,git@github.com:brianmario/yajl-ruby.git,brianmario
ctypes.sh,git@github.com:taviso/ctypes.sh.git,taviso
coreutils,git@github.com:coreutils/coreutils.git,coreutils
ctftool,git@github.com:taviso/ctftool.git,taviso
bfgminer,git@github.com:luke-jr/bfgminer.git,luke-jr
bplustree,git@github.com:begeekmyfriend/bplustree.git,begeekmyfriend
lightmapper,git@github.com:ands/lightmapper.git,ands
czmq,git@github.com:zeromq/czmq.git,zeromq
miniz,git@github.com:richgel999/miniz.git,richgel999
libnfc,git@github.com:nfc-tools/libnfc.git,nfc-tools
forked-daapd,git@github.com:ejurgensen/forked-daapd.git,ejurgensen
UnicornConsole,git@github.com:Gigoteur/UnicornConsole.git,Gigoteur
likwid,git@github.com:RRZE-HPC/likwid.git,RRZE-HPC
osx_app_in_plain_c,git@github.com:jimon/osx_app_in_plain_c.git,jimon
simplefs,git@github.com:psankar/simplefs.git,psankar
corosync,git@github.com:corosync/corosync.git,corosync
xrdp,git@github.com:neutrinolabs/xrdp.git,neutrinolabs
fzy,git@github.com:jhawthorn/fzy.git,jhawthorn
pianobar,git@github.com:PromyLOPh/pianobar.git,PromyLOPh
C,git@github.com:Mzzopublic/C.git,Mzzopublic
onion,git@github.com:davidmoreno/onion.git,davidmoreno
aubio,git@github.com:aubio/aubio.git,aubio
gosu,git@github.com:gosu/gosu.git,gosu
cpu_features,git@github.com:google/cpu_features.git,google
acl,git@github.com:acl-dev/acl.git,acl-dev
coroutine,git@github.com:cloudwu/coroutine.git,cloudwu
httpserver.h,git@github.com:jeremycw/httpserver.h.git,jeremycw
syslog-ng,git@github.com:syslog-ng/syslog-ng.git,syslog-ng
rspamd,git@github.com:rspamd/rspamd.git,rspamd
pspg,git@github.com:okbob/pspg.git,okbob
guacamole-server,git@github.com:apache/guacamole-server.git,apache
picohttpparser,git@github.com:h2o/picohttpparser.git,h2o
mraa,git@github.com:eclipse/mraa.git,eclipse
ltp,git@github.com:linux-test-project/ltp.git,linux-test-project
Bumblebee,git@github.com:Bumblebee-Project/Bumblebee.git,Bumblebee-Project
facil.io,git@github.com:boazsegev/facil.io.git,boazsegev
Android_Kernel_CVE_POCs,git@github.com:ScottyBauer/Android_Kernel_CVE_POCs.git,ScottyBauer
libconfig,git@github.com:hyperrealm/libconfig.git,hyperrealm
cvxopt,git@github.com:cvxopt/cvxopt.git,cvxopt
libfastcommon,git@github.com:happyfish100/libfastcommon.git,happyfish100
gjk.c,git@github.com:kroitor/gjk.c.git,kroitor
discount,git@github.com:Orc/discount.git,Orc
BlockHook,git@github.com:yulingtianxia/BlockHook.git,yulingtianxia
zaver,git@github.com:zyearn/zaver.git,zyearn
libs,git@github.com:mattiasgustavsson/libs.git,mattiasgustavsson
mongo-c-driver,git@github.com:mongodb/mongo-c-driver.git,mongodb
ChameleonMini,git@github.com:emsec/ChameleonMini.git,emsec
node-chimera,git@github.com:deanmao/node-chimera.git,deanmao
ngx_cache_purge,git@github.com:FRiCKLE/ngx_cache_purge.git,FRiCKLE
sheepdog,git@github.com:sheepdog/sheepdog.git,sheepdog
FiniteStateEntropy,git@github.com:Cyan4973/FiniteStateEntropy.git,Cyan4973
wdl-ol,git@github.com:olilarkin/wdl-ol.git,olilarkin
parson,git@github.com:kgabis/parson.git,kgabis
libsignal-protocol-c,git@github.com:signalapp/libsignal-protocol-c.git,signalapp
cmftStudio,git@github.com:dariomanesku/cmftStudio.git,dariomanesku
lightmapper,git@github.com:ands/lightmapper.git,ands
UnicornConsole,git@github.com:Gigoteur/UnicornConsole.git,Gigoteur
likwid,git@github.com:RRZE-HPC/likwid.git,RRZE-HPC
nginx-http-concat,git@github.com:alibaba/nginx-http-concat.git,alibaba
osx_app_in_plain_c,git@github.com:jimon/osx_app_in_plain_c.git,jimon
simplefs,git@github.com:psankar/simplefs.git,psankar
Arduino_Core_STM32,git@github.com:stm32duino/Arduino_Core_STM32.git,stm32duino
corosync,git@github.com:corosync/corosync.git,corosync
Data-Structure,git@github.com:kangjianwei/Data-Structure.git,kangjianwei
casync,git@github.com:systemd/casync.git,systemd
rmlint,git@github.com:sahib/rmlint.git,sahib
opus,git@github.com:xiph/opus.git,xiph
mproxy,git@github.com:examplecode/mproxy.git,examplecode
sheepdog,git@github.com:sheepdog/sheepdog.git,sheepdog
FiniteStateEntropy,git@github.com:Cyan4973/FiniteStateEntropy.git,Cyan4973
wdl-ol,git@github.com:olilarkin/wdl-ol.git,olilarkin
libsignal-protocol-c,git@github.com:signalapp/libsignal-protocol-c.git,signalapp
cmftStudio,git@github.com:dariomanesku/cmftStudio.git,dariomanesku
lightmapper,git@github.com:ands/lightmapper.git,ands
netcat-cpi-kernel-module,git@github.com:usrbinnc/netcat-cpi-kernel-module.git,usrbinnc
SQLiteCpp,git@github.com:SRombauts/SQLiteCpp.git,SRombauts
ChameleonMini,git@github.com:emsec/ChameleonMini.git,emsec
node-chimera,git@github.com:deanmao/node-chimera.git,deanmao
ngx_cache_purge,git@github.com:FRiCKLE/ngx_cache_purge.git,FRiCKLE
profanity,git@github.com:profanity-im/profanity.git,profanity-im
HashCheck,git@github.com:gurnec/HashCheck.git,gurnec
SmallerC,git@github.com:alexfru/SmallerC.git,alexfru
opus,git@github.com:xiph/opus.git,xiph
mproxy,git@github.com:examplecode/mproxy.git,examplecode
sheepdog,git@github.com:sheepdog/sheepdog.git,sheepdog
wdl-ol,git@github.com:olilarkin/wdl-ol.git,olilarkin
openssh-portable,git@github.com:openssh/openssh-portable.git,openssh
distcc,git@github.com:distcc/distcc.git,distcc
coreboot,git@github.com:coreboot/coreboot.git,coreboot
ompi,git@github.com:open-mpi/ompi.git,open-mpi
libsoundio,git@github.com:andrewrk/libsoundio.git,andrewrk
genann,git@github.com:codeplea/genann.git,codeplea
wt,git@github.com:emweb/wt.git,emweb
janet,git@github.com:janet-lang/janet.git,janet-lang
flecs,git@github.com:SanderMertens/flecs.git,SanderMertens
rpmalloc,git@github.com:mjansson/rpmalloc.git,mjansson
asn1c,git@github.com:vlm/asn1c.git,vlm
stm32plus,git@github.com:andysworkshop/stm32plus.git,andysworkshop
cglm,git@github.com:recp/cglm.git,recp
CmBacktrace,git@github.com:armink/CmBacktrace.git,armink
core,git@github.com:wmutils/core.git,wmutils
SpecuCheck,git@github.com:ionescu007/SpecuCheck.git,ionescu007
cdsa,git@github.com:MichaelJWelsh/cdsa.git,MichaelJWelsh
CRoaring,git@github.com:RoaringBitmap/CRoaring.git,RoaringBitmap
sigmavpn,git@github.com:neilalexander/sigmavpn.git,neilalexander
openjpeg,git@github.com:uclouvain/openjpeg.git,uclouvain
sigmavpn,git@github.com:neilalexander/sigmavpn.git,neilalexander
openjpeg,git@github.com:uclouvain/openjpeg.git,uclouvain
cheali-charger,git@github.com:stawel/cheali-charger.git,stawel
mynewt-core,git@github.com:apache/mynewt-core.git,apache
AtomVM,git@github.com:bettio/AtomVM.git,bettio
jSerialComm,git@github.com:Fazecast/jSerialComm.git,Fazecast
USTC-CS-Courses-Resource,git@github.com:ustcwpz/USTC-CS-Courses-Resource.git,ustcwpz
TinyEKF,git@github.com:simondlevy/TinyEKF.git,simondlevy
CrazyEye,git@github.com:triaquae/CrazyEye.git,triaquae
ulfius,git@github.com:babelouest/ulfius.git,babelouest
libsignal-protocol-c,git@github.com:signalapp/libsignal-protocol-c.git,signalapp
cmftStudio,git@github.com:dariomanesku/cmftStudio.git,dariomanesku
lightmapper,git@github.com:ands/lightmapper.git,ands
SQLiteCpp,git@github.com:SRombauts/SQLiteCpp.git,SRombauts
czmq,git@github.com:zeromq/czmq.git,zeromq
selfie,git@github.com:cksystemsteaching/selfie.git,cksystemsteaching
fwupd,git@github.com:fwupd/fwupd.git,fwupd
CVE-2016-5195,git@github.com:timwr/CVE-2016-5195.git,timwr
miniz,git@github.com:richgel999/miniz.git,richgel999
miniupnp,git@github.com:miniupnp/miniupnp.git,miniupnp
CoreBitcoin,git@github.com:oleganza/CoreBitcoin.git,oleganza
CipherShed,git@github.com:CipherShed/CipherShed.git,CipherShed
spectre-attack,git@github.com:Eugnis/spectre-attack.git,Eugnis
bic,git@github.com:hexagonal-sun/bic.git,hexagonal-sun
ureq,git@github.com:solusipse/ureq.git,solusipse
learn-c-the-hard-way-lectures,git@github.com:zedshaw/learn-c-the-hard-way-lectures.git,zedshaw
NMSSH,git@github.com:NMSSH/NMSSH.git,NMSSH
Reading-and-comprehense-linux-Kernel-network-protocol-stack,git@github.com:y123456yz/Reading-and-comprehense-linux-Kernel-network-protocol-stack.git,y123456yz
utf8.h,git@github.com:sheredom/utf8.h.git,sheredom
c-blosc,git@github.com:Blosc/c-blosc.git,Blosc
c1000k,git@github.com:ideawu/c1000k.git,ideawu
e,git@github.com:hellerve/e.git,hellerve
pyahocorasick,git@github.com:WojciechMula/pyahocorasick.git,WojciechMula
camel,git@github.com:dianping/camel.git,dianping
captcha_crack,git@github.com:cos120/captcha_crack.git,cos120
cpp-cheat,git@github.com:cirosantilli/cpp-cheat.git,cirosantilli
chips,git@github.com:floooh/chips.git,floooh
rtl8821ce,git@github.com:tomaspinho/rtl8821ce.git,tomaspinho
jabberd2,git@github.com:jabberd2/jabberd2.git,jabberd2
camel,git@github.com:leonindy/camel.git,leonindy
CipherShed,git@github.com:CipherShed/CipherShed.git,CipherShed
spectre-attack,git@github.com:Eugnis/spectre-attack.git,Eugnis
bic,git@github.com:hexagonal-sun/bic.git,hexagonal-sun
learn-c-the-hard-way-lectures,git@github.com:zedshaw/learn-c-the-hard-way-lectures.git,zedshaw
NMSSH,git@github.com:NMSSH/NMSSH.git,NMSSH
Reading-and-comprehense-linux-Kernel-network-protocol-stack,git@github.com:y123456yz/Reading-and-comprehense-linux-Kernel-network-protocol-stack.git,y123456yz
c-blosc,git@github.com:Blosc/c-blosc.git,Blosc
common-shaders,git@github.com:libretro/common-shaders.git,libretro
osx-cpu-temp,git@github.com:lavoiesl/osx-cpu-temp.git,lavoiesl
php-cp,git@github.com:swoole/php-cp.git,swoole
liboqs,git@github.com:open-quantum-safe/liboqs.git,open-quantum-safe
minizip,git@github.com:nmoinvaz/minizip.git,nmoinvaz
mtm,git@github.com:deadpixi/mtm.git,deadpixi
threadpool,git@github.com:mbrossard/threadpool.git,mbrossard
rt0,git@github.com:lpsantil/rt0.git,lpsantil
par,git@github.com:prideout/par.git,prideout
qu3e,git@github.com:RandyGaul/qu3e.git,RandyGaul
UPGDSED,git@github.com:hfiref0x/UPGDSED.git,hfiref0x
mod_auth_openidc,git@github.com:zmartzone/mod_auth_openidc.git,zmartzone
zlib-ng,git@github.com:zlib-ng/zlib-ng.git,zlib-ng
python-cx_Oracle,git@github.com:oracle/python-cx_Oracle.git,oracle
groonga,git@github.com:groonga/groonga.git,groonga
nginx-module-sysguard,git@github.com:vozlt/nginx-module-sysguard.git,vozlt
ultramysql,git@github.com:esnme/ultramysql.git,esnme
libtrading,git@github.com:libtrading/libtrading.git,libtrading
minizip,git@github.com:nmoinvaz/minizip.git,nmoinvaz
mtm,git@github.com:deadpixi/mtm.git,deadpixi
threadpool,git@github.com:mbrossard/threadpool.git,mbrossard
rt0,git@github.com:lpsantil/rt0.git,lpsantil
UPGDSED,git@github.com:hfiref0x/UPGDSED.git,hfiref0x
monitor-core,git@github.com:ganglia/monitor-core.git,ganglia
linux0.11,git@github.com:loveveryday/linux0.11.git,loveveryday
ios-qr-code-encoder,git@github.com:moqod/ios-qr-code-encoder.git,moqod
htslib,git@github.com:samtools/htslib.git,samtools
psych,git@github.com:ruby/psych.git,ruby
chafa,git@github.com:hpjansson/chafa.git,hpjansson
gwsocket,git@github.com:allinurl/gwsocket.git,allinurl
zan,git@github.com:youzan/zan.git,youzan
bitlbee,git@github.com:bitlbee/bitlbee.git,bitlbee
hlld,git@github.com:armon/hlld.git,armon
stm32plus,git@github.com:andysworkshop/stm32plus.git,andysworkshop
cglm,git@github.com:recp/cglm.git,recp
mark-sweep,git@github.com:munificent/mark-sweep.git,munificent
CmBacktrace,git@github.com:armink/CmBacktrace.git,armink
core,git@github.com:wmutils/core.git,wmutils
SpecuCheck,git@github.com:ionescu007/SpecuCheck.git,ionescu007
cdsa,git@github.com:MichaelJWelsh/cdsa.git,MichaelJWelsh
CRoaring,git@github.com:RoaringBitmap/CRoaring.git,RoaringBitmap
amacc,git@github.com:jserv/amacc.git,jserv
sigmavpn,git@github.com:neilalexander/sigmavpn.git,neilalexander
2048.c,git@github.com:mevdschee/2048.c.git,mevdschee
ble_ctf,git@github.com:hackgnar/ble_ctf.git,hackgnar
progressbar,git@github.com:doches/progressbar.git,doches
c,git@github.com:andrewchambers/c.git,andrewchambers
ChibiOS,git@github.com:ChibiOS/ChibiOS.git,ChibiOS
snuffleupagus,git@github.com:nbs-system/snuffleupagus.git,nbs-system
AntzOS,git@github.com:CasterWx/AntzOS.git,CasterWx
dr_libs,git@github.com:mackron/dr_libs.git,mackron
libtommath,git@github.com:libtom/libtommath.git,libtom
async.h,git@github.com:naasking/async.h.git,naasking
mtm,git@github.com:deadpixi/mtm.git,deadpixi
threadpool,git@github.com:mbrossard/threadpool.git,mbrossard
rt0,git@github.com:lpsantil/rt0.git,lpsantil
UPGDSED,git@github.com:hfiref0x/UPGDSED.git,hfiref0x
mod_auth_openidc,git@github.com:zmartzone/mod_auth_openidc.git,zmartzone
CSAPP-3e-Solutions,git@github.com:DreamAndDead/CSAPP-3e-Solutions.git,DreamAndDead
ostep-code,git@github.com:remzi-arpacidusseau/ostep-code.git,remzi-arpacidusseau
asn1c,git@github.com:vlm/asn1c.git,vlm
stm32plus,git@github.com:andysworkshop/stm32plus.git,andysworkshop
cglm,git@github.com:recp/cglm.git,recp
colorchord,git@github.com:cnlohr/colorchord.git,cnlohr
libPusher,git@github.com:pusher/libPusher.git,pusher
libcoap,git@github.com:obgm/libcoap.git,obgm
jabberd2,git@github.com:jabberd2/jabberd2.git,jabberd2
Objective-Zip,git@github.com:gianlucabertani/Objective-Zip.git,gianlucabertani
contiki-ng,git@github.com:contiki-ng/contiki-ng.git,contiki-ng
FTL,git@github.com:pi-hole/FTL.git,pi-hole
iotkit-embedded,git@github.com:aliyun/iotkit-embedded.git,aliyun
dateutils,git@github.com:hroptatyr/dateutils.git,hroptatyr
raytracer.hpp,git@github.com:tcbrindle/raytracer.hpp.git,tcbrindle
camel,git@github.com:dianping/camel.git,dianping
flac,git@github.com:xiph/flac.git,xiph
Kam1n0-Community,git@github.com:McGill-DMaS/Kam1n0-Community.git,McGill-DMaS
VBoxHardenedLoader,git@github.com:hfiref0x/VBoxHardenedLoader.git,hfiref0x
cpp-cheat,git@github.com:cirosantilli/cpp-cheat.git,cirosantilli
chips,git@github.com:floooh/chips.git,floooh
cc-oci-runtime,git@github.com:intel/cc-oci-runtime.git,intel
colorchord,git@github.com:cnlohr/colorchord.git,cnlohr
libPusher,git@github.com:pusher/libPusher.git,pusher
libcoap,git@github.com:obgm/libcoap.git,obgm
jdupes,git@github.com:jbruchon/jdupes.git,jbruchon
tinydir,git@github.com:cxong/tinydir.git,cxong
ccap,git@github.com:DoubleSpout/ccap.git,DoubleSpout
libmaxminddb,git@github.com:maxmind/libmaxminddb.git,maxmind
ctrulib,git@github.com:smealum/ctrulib.git,smealum
apulse,git@github.com:i-rinat/apulse.git,i-rinat
taint,git@github.com:laruence/taint.git,laruence
hypopg,git@github.com:HypoPG/hypopg.git,HypoPG
esp32-cam-demo,git@github.com:igrr/esp32-cam-demo.git,igrr
Onigmo,git@github.com:k-takata/Onigmo.git,k-takata
carbon-c-relay,git@github.com:grobian/carbon-c-relay.git,grobian
bake,git@github.com:SanderMertens/bake.git,SanderMertens
inadyn,git@github.com:troglobit/inadyn.git,troglobit
Code-used-on-Daniel-Lemire-s-blog,git@github.com:lemire/Code-used-on-Daniel-Lemire-s-blog.git,lemire
cgltf,git@github.com:jkuhlmann/cgltf.git,jkuhlmann
vlmcsd,git@github.com:kkkgo/vlmcsd.git,kkkgo
gpredict,git@github.com:csete/gpredict.git,csete
minmea,git@github.com:kosma/minmea.git,kosma
three_cpp,git@github.com:jdduke/three_cpp.git,jdduke
netcat,git@github.com:diegocr/netcat.git,diegocr
ESP32_CAMERA_QR,git@github.com:donny681/ESP32_CAMERA_QR.git,donny681
gmt,git@github.com:GenericMappingTools/gmt.git,GenericMappingTools
map,git@github.com:rxi/map.git,rxi
libu2f-host,git@github.com:Yubico/libu2f-host.git,Yubico
ruby-pg,git@github.com:ged/ruby-pg.git,ged
esp8266-weather-station-color,git@github.com:ThingPulse/esp8266-weather-station-color.git,ThingPulse
geoip-api-c,git@github.com:maxmind/geoip-api-c.git,maxmind
CDE,git@github.com:pgbovine/CDE.git,pgbovine
GPRS_C_SDK,git@github.com:Ai-Thinker-Open/GPRS_C_SDK.git,Ai-Thinker-Open
vertexdb,git@github.com:stevedekorte/vertexdb.git,stevedekorte
AD-control-paths,git@github.com:ANSSI-FR/AD-control-paths.git,ANSSI-FR
Kam1n0-Community,git@github.com:McGill-DMaS/Kam1n0-Community.git,McGill-DMaS
cpp-cheat,git@github.com:cirosantilli/cpp-cheat.git,cirosantilli
SOEM,git@github.com:OpenEtherCATsociety/SOEM.git,OpenEtherCATsociety
cc-oci-runtime,git@github.com:intel/cc-oci-runtime.git,intel
tgc,git@github.com:orangeduck/tgc.git,orangeduck
colorchord,git@github.com:cnlohr/colorchord.git,cnlohr
libPusher,git@github.com:pusher/libPusher.git,pusher
libcoap,git@github.com:obgm/libcoap.git,obgm
jabberd2,git@github.com:jabberd2/jabberd2.git,jabberd2
fssb,git@github.com:adtac/fssb.git,adtac
cbsd,git@github.com:cbsd/cbsd.git,cbsd
subversion,git@github.com:apache/subversion.git,apache
C,git@github.com:yaouser/C.git,yaouser
vmprof-python,git@github.com:vmprof/vmprof-python.git,vmprof
carbon-c-relay,git@github.com:grobian/carbon-c-relay.git,grobian
bake,git@github.com:SanderMertens/bake.git,SanderMertens
Code-used-on-Daniel-Lemire-s-blog,git@github.com:lemire/Code-used-on-Daniel-Lemire-s-blog.git,lemire
cgltf,git@github.com:jkuhlmann/cgltf.git,jkuhlmann
vlmcsd,git@github.com:kkkgo/vlmcsd.git,kkkgo
sx,git@github.com:septag/sx.git,septag
blockparser,git@github.com:znort987/blockparser.git,znort987
gwsocket,git@github.com:allinurl/gwsocket.git,allinurl
ngtcp2,git@github.com:ngtcp2/ngtcp2.git,ngtcp2
zan,git@github.com:youzan/zan.git,youzan
bitlbee,git@github.com:bitlbee/bitlbee.git,bitlbee
hlld,git@github.com:armon/hlld.git,armon
sb6code,git@github.com:openglsuperbible/sb6code.git,openglsuperbible
compiladores,git@github.com:germanoa/compiladores.git,germanoa
chipwhisperer,git@github.com:newaetech/chipwhisperer.git,newaetech
libexpat,git@github.com:libexpat/libexpat.git,libexpat
FTL,git@github.com:pi-hole/FTL.git,pi-hole
core,git@github.com:dovecot/core.git,dovecot
iotkit-embedded,git@github.com:aliyun/iotkit-embedded.git,aliyun
dateutils,git@github.com:hroptatyr/dateutils.git,hroptatyr
raytracer.hpp,git@github.com:tcbrindle/raytracer.hpp.git,tcbrindle
mathc,git@github.com:felselva/mathc.git,felselva
pysam,git@github.com:pysam-developers/pysam.git,pysam-developers
xkcptun,git@github.com:liudf0716/xkcptun.git,liudf0716
CTF-Workshop,git@github.com:kablaa/CTF-Workshop.git,kablaa
libcs50,git@github.com:cs50/libcs50.git,cs50
OOGL,git@github.com:Overv/OOGL.git,Overv
nematoduino,git@github.com:nategri/nematoduino.git,nategri
amazon-kinesis-video-streams-webrtc-sdk-c,git@github.com:awslabs/amazon-kinesis-video-streams-webrtc-sdk-c.git,awslabs
fbx-conv,git@github.com:libgdx/fbx-conv.git,libgdx
CBasediOSApp,git@github.com:richardjrossiii/CBasediOSApp.git,richardjrossiii
Random-C-stuff,git@github.com:Kreijstal/Random-C-stuff.git,Kreijstal
